RecordNo,q,a
3858,Q4,Power point
3858,Q4,internettet
3858,Q4,Outlook mail
3858,Q4,Skype for Business
3858,Q4,Acadre
3858,Q4,OTH
3865,Q4,Microsoft Word 2016
3865,Q4,Excel 2016
3865,Q4,intra
3865,Q4,meebook
3865,Q4,docendo
3870,Q4,Microsoft Word
3870,Q4,Microsoft Excel
3870,Q4,Microsoft Power BI
3870,Q4,STATA 14
3870,Q4,Alteryx
3872,Q4,Outlook
3873,Q4,Microsoft word 2013
3873,Q4,powerpoint 2013
3873,Q4,outlook
3873,Q4,Impax
3873,Q4,
3882,Q4,Microsoft excel
3889,Q4,SAP
3889,Q4,Microsoft Word 2016
3889,Q4,Microsoft Word 2016
3889,Q4,Outlook
3894,Q4,Word 2017
3894,Q4,Microsoft Outlook
3894,Q4,KMD Care
3894,Q4,Exorlive
3895,Q4,Ved ikke. Det skal bare virker og vi har ingen indflydelse på hvad vi bruger
3902,Q4,Officepakken 2010
3902,Q4,Google
3902,Q4,Campio sundhedsjournal
3902,Q4,cetrea
3902,Q4,
3903,Q4,Microsoft word boardmaker pic-collector kompenencehjul
3925,Q4,NAV 17
3925,Q4,office365 word
3925,Q4,Office365 Excel
3925,Q4,Office365Outlook
3943,Q4,Microsoft Word 2016
3943,Q4,Excel 2016
3944,Q4,S
1,Q5,
5,Q5,webmail
6,Q5,Ingen
16,Q5,Outlook
16,Q5,
19,Q5,google
23,Q5,Ingen
25,Q5,ingen
27,Q5,
29,Q5,Ingen
30,Q5,Microsoft Outlook
30,Q5,Google Chrome
33,Q5,Telefon
33,Q5,browser.
34,Q5,Email
35,Q5,Skoleintra
36,Q5,I create my own tools and apps for my work tasks
37,Q5,login
37,Q5,security
38,Q5,Mail
39,Q5,Outlook
40,Q5,Ingen
45,Q5,Læs forrige
46,Q5,ingen
49,Q5,Outlook
51,Q5,Fuze
51,Q5,Google Mail
57,Q5,Samsung internet
57,Q5,samsung mail
57,Q5,telefon
57,Q5,tv2 nyhedsapp
57,Q5,Samsung kamera
57,Q5,nemid
57,Q5,Twitter.
59,Q5,Facebook Instagram Pinterest
62,Q5,nexus
63,Q5,Microsoft Onedrive
63,Q5,Microsoft Office (Hele pakken)
63,Q5,MobileIron
63,Q5,
64,Q5,Google
64,Q5,edok
74,Q5,PA personal assistant
74,Q5,Office365
76,Q5,Ikke nogen specielle
77,Q5,Microsoft intune
77,Q5,messenger
77,Q5,planalectia contributor
77,Q5,IA afvigelser i arbejdsmiljøet.
81,Q5,acubiz
81,Q5,carlog
84,Q5,
90,Q5,Safari
93,Q5,Ingen specifikt
95,Q5,Microsoft Outlook
97,Q5,Mail
97,Q5,calendar
100,Q5,Alibaba
100,Q5,Global Sources
105,Q5,DME (?)
108,Q5,Ikke ret mange
112,Q5,Equus
112,Q5,Gmail
112,Q5,SMS
112,Q5,Facebook Messenger
112,Q5,Krak
114,Q5,Samsun mail
114,Q5,Samsung beskeder
114,Q5,facebook messenger
118,Q5,ingen ide
119,Q5,Mail
119,Q5,facebook
119,Q5,zoho Invoice
119,Q5,dropbox
119,Q5,Planner Pro
129,Q5,Outlook
130,Q5,Browsere
130,Q5,Cisco VPN
136,Q5,word
136,Q5,powerpoint
136,Q5,excel
142,Q5,Ingen
143,Q5,Android
145,Q5,Android
145,Q5,outlook
146,Q5,telefonen
146,Q5,kalender
146,Q5,facebook
147,Q5,Ingen
154,Q5,Ingen
155,Q5,Ingen idé
161,Q5,Outlook
161,Q5,word
161,Q5,acrobat
161,Q5,explorer
168,Q5,-
169,Q5,.?
171,Q5,Bruger stortest kun tlf til samtaler
173,Q5,Office 365
174,Q5,nej
174,Q5,jeg er på ferie
174,Q5,
176,Q5,Kamera
179,Q5,dataløn smartløn
179,Q5,ebogholderen
179,Q5,easypark
184,Q5,
185,Q5,outlook
185,Q5,
190,Q5,
191,Q5,?
192,Q5,N.a.
193,Q5,
205,Q5,ingen
207,Q5,Remote Desktop App
208,Q5,Ingen
209,Q5,Microsoft outlook
210,Q5,Telefon (Apples)
210,Q5,Mail (Apples)
210,Q5,Safari
210,Q5,Beskeder (Apples)
210,Q5,kalender (Apples)
210,Q5,Kamera (Apples)
210,Q5,Fotos (Apples)
210,Q5,kontakter (Apples)
210,Q5,Kort (Apples)
210,Q5,Noter (Apples)
210,Q5,Påmindelser (Apples)
210,Q5,EasyPark
210,Q5,YouTube
210,Q5,TalkTablet DA (Gus communications)
210,Q5,IntoWords (MV-Nordic)
210,Q5,Predictable (TherapyBox)
210,Q5,Handikalender (Abilia)
210,Q5,MemoAssist (Hart Designs)
210,Q5,e-reolen (Aarhus kommunes biblioteker)
210,Q5,Bitsboard (Happy moose apps)
210,Q5,AirWatch (AirWatch LLC)
210,Q5,Nota bibliotek (Nota.dk)
212,Q5,Ingen
214,Q5,
216,Q5,
218,Q5,Outlook
220,Q5,Ingen
221,Q5,Mail
225,Q5,?
226,Q5,google
228,Q5,-
237,Q5,Synchronicer
237,Q5,skyhost
240,Q5,Mail
241,Q5,Parts euroe
241,Q5,
242,Q5,ingen
244,Q5,Sceduler
246,Q5,Google Drev
252,Q5,Power BI
252,Q5,Inbox
252,Q5,Google Crome
252,Q5,Fantastical
252,Q5,Microsoft Teams
252,Q5,LinkedIn
254,Q5,Mails og telefon samtaler.
255,Q5,Outlook
255,Q5,Facebook
255,Q5,
257,Q5,Microsoft outlook
258,Q5,Office
259,Q5,
263,Q5,MS Exchange mail
263,Q5,Google Authentication
263,Q5,SMS Passcode
263,Q5,Adblock Browser
264,Q5,Firmaudviklet
264,Q5,concur
264,Q5,webex
267,Q5,?
271,Q5,Citrix Secure Hub
273,Q5,mail
273,Q5,
275,Q5,Economic Udgift
275,Q5,TurboScan
277,Q5,Ingen
285,Q5,Mail
285,Q5,elevplan
285,Q5,uddata
286,Q5,z
287,Q5,Bruger ikke apps
288,Q5,Officelens
288,Q5,outlook
288,Q5,Skype for business
301,Q5,Bruger ingen specielle apps
303,Q5,Myshop
303,Q5,mailchimp
303,Q5,google drev
303,Q5,google maps
305,Q5,Outlook
308,Q5,.
312,Q5,outlook
312,Q5,
314,Q5,ed
315,Q5,Acubiz
316,Q5,Outlook
317,Q5,Microsoft outlook
317,Q5,microsoft word
323,Q5,Bruger mest telefonen til at ringe med for øjeblikket
323,Q5,har kørt uat og diverse response test over mobile devices....
324,Q5,DME
328,Q5,Google
329,Q5,Ingen
332,Q5,Ingen
333,Q5,
334,Q5,Microsoft OneDrive for Business
334,Q5,Microsoft Office 365
334,Q5,Wordpress.
336,Q5,Outlook
336,Q5,Skype for business
336,Q5,Facebook Workplace
337,Q5,Mail
337,Q5,Safari
339,Q5,23 upload
339,Q5,facebook
339,Q5,acubiz
339,Q5,wetransfer
339,Q5,imovie
340,Q5,Nej nej nej
342,Q5,ingen
344,Q5,?
346,Q5,mail
351,Q5,ingen
354,Q5,Ingen
355,Q5,
357,Q5,Skype
359,Q5,
363,Q5,Ingen apps
364,Q5,Mail
364,Q5,kalender
364,Q5,slack
366,Q5,outlook
367,Q5,-
372,Q5,Diverse
376,Q5,lommeregner
376,Q5,vejr
376,Q5,mobilpay
376,Q5,kort
380,Q5,Outlook
380,Q5,skype
381,Q5,Ibm Verse
382,Q5,gmail
382,Q5,google calendar
382,Q5,keep
385,Q5,
388,Q5,
391,Q5,Outlook
393,Q5,undervisningsmaterialer
399,Q5,.
399,Q5,
408,Q5,SAS
408,Q5,PowerPoint
408,Q5,Excel
408,Q5,Dropbox
408,Q5,Skype
408,Q5,Word
408,Q5,Outlook
409,Q5,Chrome
410,Q5,citrix
414,Q5,
419,Q5,Ingen
423,Q5,
427,Q5,notes
433,Q5,
437,Q5,iron
446,Q5,Ingen
447,Q5,Ingen
448,Q5,Intra
448,Q5,
450,Q5,Microsoft Outlook
450,Q5,docunote
451,Q5,ingen
456,Q5,fasffff
465,Q5,Mange
469,Q5,outlook
470,Q5,Ingen
472,Q5,Outlook
473,Q5,ingen
475,Q5,Mail
477,Q5,Google maps
478,Q5,Word
479,Q5,
482,Q5,Outlook
486,Q5,Outlook
488,Q5,outlook 365
489,Q5,Alle
490,Q5,Superoffice
490,Q5,outlook
492,Q5,ingen
494,Q5,ingen apps
495,Q5,Livescore
495,Q5,flash
495,Q5,esport
495,Q5,pgatour
495,Q5,europeantour
498,Q5,?
499,Q5,
509,Q5,DaluxFM
511,Q5,Crm
513,Q5,
515,Q5,office pakken
517,Q5,Mail
518,Q5,Ufattelig mange
519,Q5,Scannable
521,Q5,Calculator
522,Q5,x
523,Q5,Bruger ikke apps til arbejde
536,Q5,Office 365
536,Q5,salesforce
537,Q5,3kontakt
545,Q5,Eurofins appen
554,Q5,Mail
554,Q5,CRM
560,Q5,
563,Q5,acubiz
567,Q5,.
572,Q5,Ingen
577,Q5,
577,Q5,
579,Q5,Nexus
579,Q5,mdm
579,Q5,min kørsel
579,Q5,
581,Q5,Ved ikke
582,Q5,
583,Q5,
586,Q5,
594,Q5,
597,Q5,112
597,Q5,nexus
597,Q5,kan ikke huske flere
600,Q5,Ingen
607,Q5,SMS
607,Q5,google kalender
609,Q5,Ingen
612,Q5,Ingen
616,Q5,Telia Touchpoint
616,Q5,Boligsiden
616,Q5,Jyske bank netbank
620,Q5,
620,Q5,
622,Q5,GoCreate
625,Q5,?
627,Q5,Outlook
627,Q5,
628,Q5,0
633,Q5,Microsoft Word
634,Q5,Ingen
644,Q5,ingen apps
645,Q5,Telefon
648,Q5,kamera
648,Q5,telefon
650,Q5,
651,Q5,
653,Q5,
657,Q5,Husker ikke
659,Q5,div
661,Q5,forskellige
662,Q5,
666,Q5,Outlook
666,Q5,word
669,Q5,OneNote
669,Q5,Outlook
676,Q5,Telefon
676,Q5,email
676,Q5,kalender
676,Q5,beskeder
676,Q5,kamera Acubiz
682,Q5,Mail - sms - telefonopkald
683,Q5,Microsoft 0365
683,Q5,netbank
690,Q5,
694,Q5,Google
696,Q5,-
699,Q5,Microsoft word apps
699,Q5,Microsoft excel apps
699,Q5,E-mail apps
699,Q5,Internet apps
703,Q5,Messenger
709,Q5,
714,Q5,Indbygget galleri
718,Q5,Som computer
720,Q5,ved ikke
732,Q5,Excel 2016
732,Q5,word-2016
732,Q5,
736,Q5,?
738,Q5,Exchange
738,Q5,Safari
739,Q5,Officepakken
739,Q5,whats app
739,Q5,facebook
739,Q5,lessor
739,Q5,jive
739,Q5,webex
742,Q5,?
744,Q5,.
745,Q5,mail
745,Q5,
747,Q5,Mail. Kalender.
749,Q5,Mail program indbygget i iOS
750,Q5,
761,Q5,Outlook
762,Q5,COWI COWI.app
762,Q5,mail
762,Q5,calender
762,Q5,kamera
763,Q5,Ingen
768,Q5,Ren mobil
768,Q5,Outlook
780,Q5,-
781,Q5,nexus
783,Q5,Ingen
787,Q5,
790,Q5,ingen
795,Q5,Ingen
796,Q5,office outlook owa
803,Q5,Taxa app
804,Q5,windows
806,Q5,df
813,Q5,Uddata+
813,Q5,google Chrome
813,Q5,
815,Q5,-
816,Q5,Outlook
816,Q5,Gmail
816,Q5,LinkedIn
816,Q5,Facebook
816,Q5,Google Keep
816,Q5,twitter
816,Q5,Google Crome
816,Q5,Adobe
817,Q5,Gis
817,Q5,Emma
817,Q5,outlook
828,Q5,ingen
830,Q5,Office 365
832,Q5,
836,Q5,Mail
836,Q5,telefon
836,Q5,beskeder
838,Q5,Sydbank
839,Q5,Os
841,Q5,Chrome
843,Q5,
851,Q5,Skype
858,Q5,Twitter
858,Q5,FlightRadar24
858,Q5,CPH Airports
858,Q5,Mention
858,Q5,Infomedia
858,Q5,
861,Q5,Mail
863,Q5,Mail
863,Q5,Calendar
863,Q5,Weather
863,Q5,Safari på IPhone
864,Q5,Outlook
864,Q5,Chrome
865,Q5,Secure HUB Citrix
865,Q5,Mail i Secure HUB
865,Q5,Telefon (standard program)
865,Q5,Beskeder (standard program)
867,Q5,Ingen
868,Q5,Email apple
869,Q5,Google
869,Q5,microsoft
869,Q5,produktion
869,Q5,e-mail
869,Q5,sms
870,Q5,Acubiz
870,Q5,Secure tracking
870,Q5,mail
870,Q5,safari
870,Q5,a
873,Q5,Postkasse
873,Q5,indstillinger
873,Q5,beskeder
873,Q5,safari
875,Q5,Ingen
876,Q5,Www
877,Q5,Microsoft Outlook
879,Q5,ingen
879,Q5,kun telefon og m
879,Q5,ail og sms
880,Q5,Outlook
881,Q5,
883,Q5,Bruger kun telefonen til at ringe og besvare mail
884,Q5,
884,Q5,
886,Q5,Outlook
886,Q5,Skype business
887,Q5,Ingen
888,Q5,Ingen
894,Q5,Viggo
899,Q5,0
902,Q5,Outlook
902,Q5,
904,Q5,
913,Q5,ingen
915,Q5,mange
927,Q5,Nej!
931,Q5,Bruges kun til opkald
932,Q5,-
933,Q5,Notes
935,Q5,--
937,Q5,ved ikke
938,Q5,Ingen
939,Q5,ingen
943,Q5,Pages
944,Q5,Mail
947,Q5,min løn
953,Q5,Microsoft Outlook
953,Q5,Atea OneApp
953,Q5,Microsoft Authenticator
954,Q5,Ingen
957,Q5,ingen
961,Q5,
965,Q5,0
975,Q5,Ingen
977,Q5,Ingen
979,Q5,
987,Q5,Facebook
987,Q5,Instagram
987,Q5,fotored apps
1010,Q5,Wpd
1010,Q5,PDF wivier
1010,Q5,PDF converter.
1011,Q5,INFOBA
1011,Q5,facebook
1011,Q5,
1035,Q5,Staff mobile
1041,Q5,word365
1042,Q5,
1052,Q5,Ingen
1054,Q5,
1057,Q5,Skyapp
1057,Q5,mail
1059,Q5,ingen
1064,Q5,-
1065,Q5,Stedets Intra
1066,Q5,.
1068,Q5,
1074,Q5,Office Lens
1082,Q5,
1083,Q5,MS Office 365
1083,Q5,Twitter
1083,Q5,Safari
1083,Q5,
1090,Q5,ingen
1093,Q5,
1094,Q5,Ingen
1098,Q5,Telefon
1098,Q5,besked
1098,Q5,mail
1100,Q5,Intercom
1100,Q5,Synology
1102,Q5,
1103,Q5,
1104,Q5,safari
1104,Q5,mail box
1104,Q5,
1106,Q5,
1107,Q5,
1108,Q5,Bare som telefon
1110,Q5,Bruger ingen særlige Apps
1115,Q5,vivino
1115,Q5,
1116,Q5,samsung tjenester
1117,Q5,A-calendar
1117,Q5,chomps
1117,Q5,Chrome
1117,Q5,
1122,Q5,Ingen
1130,Q5,
1138,Q5,Google drive
1139,Q5,Har ikke den ringeste anelse
1144,Q5,
1145,Q5,Ios
1147,Q5,Telefon
1147,Q5,mail
1150,Q5,Mail
1155,Q5,MS Outlook
1155,Q5,Lessor
1155,Q5,Google Authenticator
1156,Q5,Ingen
1158,Q5,mail
1159,Q5,
1161,Q5,Ingen
1166,Q5,Ingen
1166,Q5,har ikke smartphone
1170,Q5,SecureHub
1171,Q5,ingen
1172,Q5,
1174,Q5,Safari
1174,Q5,Mail
1177,Q5,0
1178,Q5,Mail
1196,Q5,Ingen
1210,Q5,Continia Expense Management
1210,Q5,IOS Mail
1210,Q5,Whatsapp
1210,Q5,Marine Traffic
1217,Q5,
1221,Q5,Ingen apps
1222,Q5,
1223,Q5,Kahoot
1223,Q5,Woop App
1223,Q5,Kameraet
1223,Q5,Dropbox
1223,Q5,Microsoft OneDrive
1224,Q5,En plan.
1226,Q5,tidsregistrering - Workday
1227,Q5,
1227,Q5,
1235,Q5,Firma udviklede specialkalenderen apps
1235,Q5,Microsoft Outlook
1235,Q5,Microsoft Excel
1235,Q5,Microsoft Word
1235,Q5,SAS
1235,Q5,
1238,Q5,kalender
1238,Q5,mail
1243,Q5,ingen pt
1245,Q5,Cura (Systematric)Tidlig opsporing plus (Symmetric)
1246,Q5,
1253,Q5,
1257,Q5,Microsoft Power BI
1262,Q5,Notes
1263,Q5,Asp
1264,Q5,notes
1265,Q5,Wunderwoman gmbh
1267,Q5,android 7.0
1269,Q5,Renmobil
1271,Q5,ønsker ikke at oplyse
1275,Q5,Ingen
1280,Q5,MobilevApp
1282,Q5,Kender ikke navnet
1291,Q5,famly
1296,Q5,Mail
1296,Q5,kalender
1305,Q5,Mails
1308,Q5,Mail
1308,Q5,kalender
1309,Q5,Mail
1322,Q5,?
1324,Q5,Lægehåndbogen
1324,Q5,promedicin
1326,Q5,Mail
1326,Q5,Kontaktpersoner
1326,Q5,Kalender
1328,Q5,Ingen
1329,Q5,Ingen særlige apps - primært telefonbrug.
1338,Q5,Google maps
1339,Q5,bt.dk
1339,Q5,instagram
1351,Q5,Mange
1352,Q5,
1354,Q5,Apple Calendar
1354,Q5,Apple Mail
1354,Q5,Evernote
1354,Q5,Dropbox
1357,Q5,Nexus
1358,Q5,Telavox Flow
1358,Q5,RSA Token
1362,Q5,ingen
1363,Q5,WhatsApp
1363,Q5,PowerBI
1363,Q5,Workday
1363,Q5,Authenticator
1369,Q5,Bruger ikke apps. Evt. Patient app Århus UH
1375,Q5,
1376,Q5,Ved
1376,Q5,ikke
1380,Q5,Silkeborg Data
1382,Q5,Microsoft planner
1382,Q5,teams
1382,Q5,outlook
1382,Q5,kalender
1382,Q5,LinkedIn
1382,Q5,facebook
1382,Q5,yammer
1382,Q5,time tracker
1384,Q5,bruger kun standart funk til mit arbejde.
1389,Q5,Mail
1389,Q5,OneDrive
1389,Q5,Office365
1389,Q5,Safari
1395,Q5,Tolkdanmark
1401,Q5,Min tid
1401,Q5,vtc
1403,Q5,
1403,Q5,
1405,Q5,Prizmo go
1405,Q5,intoWords
1405,Q5,citrix
1405,Q5,beskeder
1405,Q5,mail
1405,Q5,Appinux
1405,Q5,min løn
1412,Q5,Instagram
1412,Q5,mail
1412,Q5,
1413,Q5,Mobilepay
1414,Q5,
1416,Q5,ios
1424,Q5,Na
1425,Q5,Good
1430,Q5,fagrelateret app
1434,Q5,Quik
1444,Q5,Ingen
1445,Q5,Bruger kun tlf til kontakt og SMS
1446,Q5,Kalender
1446,Q5,Gmail
1454,Q5,Mail
1456,Q5,Mail
1456,Q5,opkald
1460,Q5,Facebook
1460,Q5,messenger
1464,Q5,
1465,Q5,acobatreader
1465,Q5,dropbox
1465,Q5,onedrive
1465,Q5,word
1465,Q5,excel
1467,Q5,Apple mail
1467,Q5,MobileIron
1470,Q5,Ingen
1481,Q5,Googles programmer
1484,Q5,Ingen
1487,Q5,Facebook
1491,Q5,aner det ikke
1492,Q5,Facebook
1492,Q5,Gmail
1492,Q5,Instagram
1492,Q5,google docs
1492,Q5,WhatsApp
1493,Q5,outlook
1496,Q5,
1497,Q5,
1498,Q5,
1508,Q5,Foto
1508,Q5,
1514,Q5,OUTLOOK
1520,Q5,Exchange
1520,Q5,Safari
1520,Q5,
1530,Q5,
1531,Q5,E-mail
1531,Q5,kalender
1531,Q5,nyhedsapps
1531,Q5,danløn
1531,Q5,salesforce
1536,Q5,
1545,Q5,ingen specielt
1552,Q5,Det er mange
1556,Q5,MenuCard
1557,Q5,.
1560,Q5,Smart phone
1562,Q5,Fisk
1563,Q5,
1564,Q5,SMS
1568,Q5,365
1568,Q5,adope
1568,Q5,evon
1568,Q5,skype
1568,Q5,imo
1568,Q5,
1571,Q5,
1576,Q5,Sydbank
1576,Q5,Office
1576,Q5,SMS
1580,Q5,Browser
1580,Q5,Whoop app
1586,Q5,Ms Officepakke
1601,Q5,
1605,Q5,Outlook PDF
1605,Q5,Safari
1606,Q5,Skype
1609,Q5,ingen
1612,Q5,Facebook
1615,Q5,Outlook
1626,Q5,Ingen
1628,Q5,
1632,Q5,Mail
1633,Q5,Har ikke smartphone
1637,Q5,bum
1642,Q5,Uno Mobil
1647,Q5,Opringning og Outlook
1653,Q5,Beskeder
1653,Q5,mail
1666,Q5,Mail
1666,Q5,page
1666,Q5,
1668,Q5,Timemap
1673,Q5,Instagram
1673,Q5,facebook
1676,Q5,Office 365
1676,Q5,First Class
1677,Q5,Skype
1677,Q5,Mail
1680,Q5,Outlook
1681,Q5,ved ike
1683,Q5,Mail
1684,Q5,Ok
1685,Q5,skype business
1685,Q5,office
1690,Q5,
1690,Q5,
1691,Q5,?
1692,Q5,Specialapps som ikke kan eller må oplyses
1696,Q5,Ingen
1703,Q5,Google Chrome
1703,Q5,
1714,Q5,SMS
1714,Q5,tale
1723,Q5,Mail
1732,Q5,Arkibas
1734,Q5,ajour
1736,Q5,ingen
1737,Q5,
1738,Q5,Microsoft
1751,Q5,Ingen
1755,Q5,xx
1763,Q5,
1768,Q5,
1777,Q5,ingen
1787,Q5,ved ikke
1788,Q5,
1805,Q5,Safari
1805,Q5,en e-mail app
1806,Q5,Ingen
1806,Q5,jeg ringer og sms'er kun
1810,Q5,Android
1813,Q5,Planday
1813,Q5,outlook calender
1813,Q5,intelecom
1816,Q5,Ingen
1824,Q5,Apple iOS 11.4.1
1824,Q5,Kalender
1824,Q5,Beskeder
1824,Q5,Bloomberg Finans
1824,Q5,Safari
1824,Q5,Mail
1824,Q5,Noter
1824,Q5,MobilePay
1824,Q5,Facebook
1824,Q5,Instagram.
1830,Q5,Twitter
1830,Q5,outlook
1830,Q5,
1831,Q5,SMS
1831,Q5,opkald
1832,Q5,Ikke nogle specifik
1832,Q5,bruger tlf til kommunikation
1833,Q5,
1836,Q5,Microsoft Outlook
1838,Q5,android telefon
1842,Q5,IPhone mail
1842,Q5,kontaktpersoner
1842,Q5,LinkedIn
1842,Q5,Moove
1850,Q5,Ingen
1851,Q5,Outlook
1858,Q5,kalender
1861,Q5,-
1863,Q5,?
1865,Q5,
1866,Q5,Chrome
1871,Q5,Pas
1873,Q5,LinkedIn
1873,Q5,Twitter
1881,Q5,Kalender og mail
1884,Q5,Apple Safari
1884,Q5,Facebook
1884,Q5,Twitter
1884,Q5,Instagram
1885,Q5,
1886,Q5,Sp
1889,Q5,Outlook
1889,Q5,basware
1890,Q5,outlook
1890,Q5,maps
1890,Q5,evt. flere.
1894,Q5,ingen specielle apps
1899,Q5,office
1899,Q5,
1900,Q5,Facebook
1900,Q5,say hi
1911,Q5,ved ikke
1912,Q5,Bruger ikke umiddelbart apps
1914,Q5,Ingen
1918,Q5,
1922,Q5,Bruger kun mobilen til at læse mails og ringe fra.
1926,Q5,chrome
1929,Q5,
1934,Q5,Acubiz
1940,Q5,
1946,Q5,
1949,Q5,office365
1952,Q5,Ingen
1958,Q5,Sygdom.dk
1959,Q5,
1965,Q5,
1968,Q5,Alt for omfattende at besvare
1970,Q5,Ingen
1971,Q5,
1977,Q5,
1980,Q5,
1985,Q5,Ingen
1988,Q5,kalde mobil
1989,Q5,)
1994,Q5,admin Control
1995,Q5,Mail
1998,Q5,Ibgen
1999,Q5,Google
1999,Q5,Microsoft Excel
1999,Q5,Microsoft word
2004,Q5,microsoft
2023,Q5,Outlook
2023,Q5,
2025,Q5,Mail
2032,Q5,ingen
2042,Q5,
2072,Q5,
2077,Q5,Ingen
2078,Q5,Safari
2078,Q5,RB Digital
2079,Q5,
2086,Q5,E-mail
2086,Q5,s planner
2086,Q5,lommelygte
2086,Q5,kamera
2086,Q5,fartkontrol
2086,Q5,byvejr
2086,Q5,lommeregner
2086,Q5,solar mobile
2086,Q5,qr droid
2086,Q5,ncp vpn client
2086,Q5,vnc viewer
2086,Q5,
2088,Q5,ingen
2093,Q5,word
2095,Q5,Ingen
2110,Q5,?
2117,Q5,
2122,Q5,zExpence
2122,Q5,Outlook
2122,Q5,Safari
2122,Q5,TVFolketinget (Folketinget)
2122,Q5,FritzGo (Folketinget)
2122,Q5,Firmaportal (Folketinget)
2124,Q5,Outlook
2137,Q5,
2138,Q5,
2143,Q5,Ingen
2143,Q5,det er en telefon som jeg bruger til at telefonere med.
2149,Q5,ingen
2158,Q5,Bruger kun tlf
2158,Q5,SMS og læser mails
2159,Q5,Mail
2161,Q5,Mail
2172,Q5,SMS / mail/ LinkedIn /
2177,Q5,Alm standardinstallerede
2180,Q5,Intranet
2190,Q5,Safari
2199,Q5,None
2201,Q5,Mail
2205,Q5,ved ikke
2210,Q5,Ingen.
2217,Q5,Bruger kun telefon til samtaler
2217,Q5,sms og anden kommunikation. Af skikerhedsmæssige opgaver udføres alt øvrigt arbejde fra mine to bærbare pc ere
2218,Q5,ingen
2219,Q5,
2221,Q5,Gmail. Jyske bank mobil app
2221,Q5,netdania børsinfo
2221,Q5,nhedsapps
2222,Q5,Ikke relevant
2229,Q5,
2232,Q5,Ingen
2236,Q5,
2237,Q5,Verse mail
2237,Q5,office 360
2237,Q5,Slag
2237,Q5,
2241,Q5,rend og hop
2241,Q5,det rager ikke jer
2244,Q5,Ingen
2254,Q5,
2260,Q5,Microsoft Outlook
2262,Q5,
2264,Q5,Outlook
2265,Q5,Jeg ved det ikke
2272,Q5,Telefoni
2272,Q5,sms
2275,Q5,Mail (Apple)
2275,Q5,Kontakter (Apple)
2275,Q5,Kalender (Apple)
2275,Q5,Noter (Apple)
2275,Q5,Påmindelser (Apple)
2275,Q5,Kort (Apple)
2275,Q5,
2276,Q5,
2284,Q5,OUtlook
2285,Q5,Windows
2285,Q5,kmd
2286,Q5,
2300,Q5,X
2301,Q5,
2304,Q5,Ingen
2307,Q5,Kulhydrattæller
2307,Q5,diabetes
2307,Q5,
2312,Q5,SMS
2320,Q5,Outlook
2330,Q5,Myshop
2333,Q5,Her gælder det samme.
2338,Q5,?
2339,Q5,Ingen
2342,Q5,webdyr
2342,Q5,messenger
2348,Q5,
2356,Q5,Mail
2356,Q5,Safari
2357,Q5,IOS
2359,Q5,Ingen
2364,Q5,Outlook
2364,Q5,
2367,Q5,????
2369,Q5,
2370,Q5,Outlook
2373,Q5,Ingen
2375,Q5,...
2377,Q5,Safari
2377,Q5,mail
2377,Q5,foto
2379,Q5,Chrome
2379,Q5,Adobe Acrobat
2379,Q5,PowerPoint
2380,Q5,f
2380,Q5,
2380,Q5,f
2380,Q5,f
2381,Q5,-
2382,Q5,Ved ikke
2384,Q5,safari
2391,Q5,Swiwel
2391,Q5,outlook
2395,Q5,
2407,Q5,Navigationapp
2407,Q5,mails på mobil
2407,Q5,Explorer
2407,Q5,safari
2407,Q5,google
2412,Q5,Outlook
2419,Q5,Skype
2429,Q5,Outlook
2429,Q5,deltaplan
2442,Q5,FaceTime
2442,Q5,kalender
2442,Q5,beskeder
2442,Q5,mail
2442,Q5,Google
2442,Q5,safari
2442,Q5,Big note
2448,Q5,nyeste app
2451,Q5,SBsys
2453,Q5,Ingen
2465,Q5,
2467,Q5,
2471,Q5,
2474,Q5,H
2481,Q5,Citrix
2482,Q5,
2504,Q5,ingen
2514,Q5,
2516,Q5,Bekey. ? ?
2517,Q5,
2527,Q5,Nexus
2527,Q5,pleje.net
2531,Q5,Google
2531,Q5,
2532,Q5,Ingen
2536,Q5,Cura
2540,Q5,ingne
2541,Q5,Ved ikke
2542,Q5,
2544,Q5,
2557,Q5,elenote
2558,Q5,?
2566,Q5,Intranettet
2566,Q5,google classroom
2566,Q5,google drive
2567,Q5,Ved ikke
2568,Q5,.
2570,Q5,Eforsyning
2571,Q5,.
2578,Q5,
2579,Q5,Hrmanaher
2581,Q5,Silkeborg Data Medarbejdernet
2581,Q5,Remind
2583,Q5,excel
2586,Q5,Microsoft Outlook
2588,Q5,
2597,Q5,ingen
2599,Q5,
2609,Q5,
2613,Q5,Tidlig Opsparring
2613,Q5,Nexus
2627,Q5,
2627,Q5,
2630,Q5,notes
2634,Q5,
2636,Q5,Ingen
2639,Q5,ingen
2640,Q5,mail
2649,Q5,goggle
2649,Q5,mircosoft
2649,Q5,gmail
2650,Q5,Outlook /mails
2653,Q5,Outlook
2659,Q5,5 apps til mail
2659,Q5,portal etc. Kan ikke huske navnet - noget med mobility
2661,Q5,
2663,Q5,ingen
2665,Q5,Instagram
2665,Q5,Snapchat
2665,Q5,messenger
2666,Q5,ved ikke
2669,Q5,outlook
2671,Q5,Ingen
2674,Q5,.
2675,Q5,?
2675,Q5,?? ?
2677,Q5,Ih
2678,Q5,Dh
2680,Q5,
