"","RecordNo","q","a","Q18_1_open","Q18a"
"5696",2815,"Q6",NA,"Navision udvikler","Programmerer"
"5697",2824,"Q5",NA,"Akademisk medarbejder","Laver ernæringsmæssige anbefalinger; betjener minister; skriver notater; forhandler i EU"
"5698",2824,"Q7",NA,"Akademisk medarbejder","Laver ernæringsmæssige anbefalinger; betjener minister; skriver notater; forhandler i EU"
"5699",2824,"Q7",NA,"Akademisk medarbejder","Laver ernæringsmæssige anbefalinger; betjener minister; skriver notater; forhandler i EU"
"5700",2824,"Q6",NA,"Akademisk medarbejder","Laver ernæringsmæssige anbefalinger; betjener minister; skriver notater; forhandler i EU"
"5701",2824,"Q4","MS Office","Akademisk medarbejder","Laver ernæringsmæssige anbefalinger; betjener minister; skriver notater; forhandler i EU"
"5702",2835,"Q4","Adobe Acrobat Reader","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5703",2835,"Q4","MS Word","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5704",2835,"Q4","Cisco","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5705",2835,"Q4","Internet Explorer","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5706",2835,"Q5","Facebook Messenger","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5707",2835,"Q7",NA,"Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5708",2835,"Q4","MS Powerpoint","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5709",2835,"Q4",NA,"Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5710",2835,"Q5","SMS","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5711",2835,"Q7","Skype","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5712",2835,"Q4","Skype","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5713",2835,"Q5","Apple Mail","Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5714",2835,"Q6",NA,"Øverste ledelse","Holde møder; svare mails; holde taler; lave oplæg; problemløsning."
"5715",2837,"Q5",NA,"Konsulrnt","Analyse"
"5716",2837,"Q7",NA,"Konsulrnt","Analyse"
"5717",2837,"Q6",NA,"Konsulrnt","Analyse"
"5718",2837,"Q4","MS Word","Konsulrnt","Analyse"
"5719",2840,"Q4","MS Office","Senior Associate","Revision; regnskaber; skatteopgørelser"
"5720",2840,"Q5","Google Mail","Senior Associate","Revision; regnskaber; skatteopgørelser"
"5721",2840,"Q6",NA,"Senior Associate","Revision; regnskaber; skatteopgørelser"
"5722",2840,"Q7",NA,"Senior Associate","Revision; regnskaber; skatteopgørelser"
"5723",2850,"Q4","Minuba","CTO","Salg;fakturering;ledelse"
"5724",2850,"Q5",NA,"CTO","Salg;fakturering;ledelse"
"5725",2850,"Q4","MS Office","CTO","Salg;fakturering;ledelse"
"5726",2850,"Q5","Minuba","CTO","Salg;fakturering;ledelse"
"5727",2850,"Q7",NA,"CTO","Salg;fakturering;ledelse"
"5728",2850,"Q6",NA,"CTO","Salg;fakturering;ledelse"
"5729",2850,"Q4","MS Excel","CTO","Salg;fakturering;ledelse"
"5730",2852,"Q4","MS Word 365","Redaktør","Skrive tekster og artikler samt udgive avis."
"5731",2852,"Q5","Dinero","Redaktør","Skrive tekster og artikler samt udgive avis."
"5732",2852,"Q7","Google Mail","Redaktør","Skrive tekster og artikler samt udgive avis."
"5733",2852,"Q7","G Suite","Redaktør","Skrive tekster og artikler samt udgive avis."
"5734",2852,"Q4","Adobe Photoshop","Redaktør","Skrive tekster og artikler samt udgive avis."
"5735",2852,"Q7","Dinero","Redaktør","Skrive tekster og artikler samt udgive avis."
"5736",2852,"Q4","Adobe Creative Suite","Redaktør","Skrive tekster og artikler samt udgive avis."
"5737",2852,"Q4","Adobe Lightroom","Redaktør","Skrive tekster og artikler samt udgive avis."
"5738",2852,"Q4",NA,"Redaktør","Skrive tekster og artikler samt udgive avis."
"5739",2852,"Q5","Google Mail","Redaktør","Skrive tekster og artikler samt udgive avis."
"5740",2852,"Q5","MS OneNote","Redaktør","Skrive tekster og artikler samt udgive avis."
"5741",2852,"Q6","MS OneNote","Redaktør","Skrive tekster og artikler samt udgive avis."
"5742",2852,"Q5","Firmafon","Redaktør","Skrive tekster og artikler samt udgive avis."
"5743",2856,"Q4","gjaldstovan (færøsk regnskabs program)","Bogholder","Løn; kreditor debitor mv."
"5744",2856,"Q6",NA,"Bogholder","Løn; kreditor debitor mv."
"5745",2856,"Q5",NA,"Bogholder","Løn; kreditor debitor mv."
"5746",2856,"Q4","MS Excel","Bogholder","Løn; kreditor debitor mv."
"5747",2856,"Q7",NA,"Bogholder","Løn; kreditor debitor mv."
"5748",2857,"Q5",NA,"",""
"5749",2857,"Q4","Google Chrome","",""
"5750",2857,"Q7",NA,"",""
"5751",2857,"Q6",NA,"",""
"5752",2859,"Q5",NA,"Administrator","Administration og udlejning af bolig og erhverv"
"5753",2859,"Q4","MS Dynamics C5","Administrator","Administration og udlejning af bolig og erhverv"
"5754",2859,"Q4",NA,"Administrator","Administration og udlejning af bolig og erhverv"
"5755",2859,"Q7",NA,"Administrator","Administration og udlejning af bolig og erhverv"
"5756",2859,"Q5",NA,"Administrator","Administration og udlejning af bolig og erhverv"
"5757",2859,"Q4","MS Word","Administrator","Administration og udlejning af bolig og erhverv"
"5758",2859,"Q4","MS Excel","Administrator","Administration og udlejning af bolig og erhverv"
"5759",2859,"Q6",NA,"Administrator","Administration og udlejning af bolig og erhverv"
"5760",2859,"Q5","Google Mail","Administrator","Administration og udlejning af bolig og erhverv"
"5761",2865,"Q6",NA,"Afdelingsleder","ledelse"
"5762",2865,"Q4","MS Word 2010","Afdelingsleder","ledelse"
"5763",2865,"Q7",NA,"Afdelingsleder","ledelse"
"5764",2865,"Q4","KMD OPUS","Afdelingsleder","ledelse"
"5765",2865,"Q4","KMD","Afdelingsleder","ledelse"
"5766",2865,"Q6","MS Word","Afdelingsleder","ledelse"
"5767",2865,"Q5","MS Word","Afdelingsleder","ledelse"
"5768",2865,"Q6","MS Excel","Afdelingsleder","ledelse"
"5769",2865,"Q5","MS Excel","Afdelingsleder","ledelse"
"5770",2865,"Q4","MS Excel 2010","Afdelingsleder","ledelse"
"5771",2865,"Q4","Google Chrome","Afdelingsleder","ledelse"
"5772",2865,"Q4","Cicero","Afdelingsleder","ledelse"
"5773",2865,"Q5",NA,"Afdelingsleder","ledelse"
"5774",2865,"Q4","Internet Explorer","Afdelingsleder","ledelse"
"5775",2865,"Q4","MS Powerpoint","Afdelingsleder","ledelse"
"5776",2865,"Q4","MS Outlook 2010","Afdelingsleder","ledelse"
"5777",2874,"Q6",NA,"Familiekonsulent","Bbbb"
"5778",2874,"Q5","Kommunal ansat","Familiekonsulent","Bbbb"
"5779",2874,"Q7","Kommunal ansat","Familiekonsulent","Bbbb"
"5780",2874,"Q4","Kommunal ansat","Familiekonsulent","Bbbb"
"5781",2875,"Q5",NA,"Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5782",2875,"Q7",NA,"Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5783",2875,"Q5","Aarhus kommunes digitale intra","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5784",2875,"Q4",NA,"Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5785",2875,"Q6",NA,"Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5786",2875,"Q6","MS Explorer","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5787",2875,"Q6",NA,"Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5788",2875,"Q6","Google Chrome","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5789",2875,"Q6","Aarhus kommunes digitale intra","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5790",2875,"Q4","Aarhus Kommunes Intranet","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5791",2875,"Q6","Mozilla Firefox","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5792",2875,"Q4","MS Word","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5793",2875,"Q6","MS Word","Pædagog","Udviklings støttende; planlægge og udføre pædagogiske aktiviteter; Give plads og rum til udvikling og læring"
"5794",2878,"Q4",NA,"Social og dundhedsassistent","Omsorg; støtte; vejledning; pædagogisk arbejde"
"5795",2878,"Q5",NA,"Social og dundhedsassistent","Omsorg; støtte; vejledning; pædagogisk arbejde"
"5796",2878,"Q7",NA,"Social og dundhedsassistent","Omsorg; støtte; vejledning; pædagogisk arbejde"
"5797",2878,"Q6",NA,"Social og dundhedsassistent","Omsorg; støtte; vejledning; pædagogisk arbejde"
"5798",2880,"Q5",NA,"Folkeskolelærer","Undervisning"
"5799",2880,"Q4","MS Word","Folkeskolelærer","Undervisning"
"5800",2880,"Q6",NA,"Folkeskolelærer","Undervisning"
"5801",2880,"Q7",NA,"Folkeskolelærer","Undervisning"
"5802",2881,"Q6",NA,"",""
"5803",2881,"Q4","MS Excel","",""
"5804",2881,"Q4","MS Word","",""
"5805",2881,"Q5",NA,"",""
"5806",2881,"Q7",NA,"",""
"5807",2884,"Q4","SkolePortalen","Underviser","Underviser"
"5808",2884,"Q6","Emu","Underviser","Underviser"
"5809",2884,"Q6","Gyldendal","Underviser","Underviser"
"5810",2884,"Q5",NA,"Underviser","Underviser"
"5811",2884,"Q6","Clio","Underviser","Underviser"
"5812",2884,"Q4","MS OneDrive","Underviser","Underviser"
"5813",2884,"Q7",NA,"Underviser","Underviser"
"5814",2884,"Q4","Intra","Underviser","Underviser"
"5815",2889,"Q6","Content","Audiologist","Hørelsen Rehabilitering"
"5816",2889,"Q4",NA,"Audiologist","Hørelsen Rehabilitering"
"5817",2889,"Q5",NA,"Audiologist","Hørelsen Rehabilitering"
"5818",2889,"Q5","Catalog","Audiologist","Hørelsen Rehabilitering"
"5819",2889,"Q7",NA,"Audiologist","Hørelsen Rehabilitering"
"5820",2895,"Q5",NA,"Neurofysiologiassistent","Undersøger det perifere nervesystem og det centrale nervesystem. ENG. Samt assisterer vores læger"
"5821",2895,"Q7",NA,"Neurofysiologiassistent","Undersøger det perifere nervesystem og det centrale nervesystem. ENG. Samt assisterer vores læger"
"5822",2895,"Q4",NA,"Neurofysiologiassistent","Undersøger det perifere nervesystem og det centrale nervesystem. ENG. Samt assisterer vores læger"
"5823",2895,"Q6",NA,"Neurofysiologiassistent","Undersøger det perifere nervesystem og det centrale nervesystem. ENG. Samt assisterer vores læger"
"5824",2896,"Q7",NA,"leder","leder it afdeling"
"5825",2896,"Q5",NA,"leder","leder it afdeling"
"5826",2896,"Q6",NA,"leder","leder it afdeling"
"5827",2896,"Q4",NA,"leder","leder it afdeling"
"5828",2897,"Q4","SolidWorks","Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5829",2897,"Q4","Matlab","Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5830",2897,"Q4",NA,"Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5831",2897,"Q5",NA,"Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5832",2897,"Q4","MS Excel","Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5833",2897,"Q7",NA,"Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5834",2897,"Q4","Inventor","Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5835",2897,"Q4","MS Word","Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5836",2897,"Q6",NA,"Produktionstekniker","3D-modellering; kundekontakt; produktion af metalelementer."
"5837",2900,"Q7","SkoleIntra","Lærervikar","Undervisning"
"5838",2900,"Q4","GeoGebra","Lærervikar","Undervisning"
"5839",2900,"Q7","Kahoot","Lærervikar","Undervisning"
"5840",2900,"Q5","Kahoot","Lærervikar","Undervisning"
"5841",2900,"Q5","Google Calendar","Lærervikar","Undervisning"
"5842",2900,"Q7","Doodle","Lærervikar","Undervisning"
"5843",2900,"Q4","Kahoot","Lærervikar","Undervisning"
"5844",2900,"Q4","MS Excel","Lærervikar","Undervisning"
"5845",2900,"Q6",NA,"Lærervikar","Undervisning"
"5846",2900,"Q5","SkoleIntra","Lærervikar","Undervisning"
"5847",2900,"Q4","Google Calendar","Lærervikar","Undervisning"
"5848",2900,"Q4","MS Word","Lærervikar","Undervisning"
"5849",2907,"Q5","Camera","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5850",2907,"Q4","Adobe Photoshop","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5851",2907,"Q5","SMS","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5852",2907,"Q6",NA,"Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5853",2907,"Q5","Instagram","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5854",2907,"Q4","MS Word","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5855",2907,"Q7",NA,"Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5856",2907,"Q4","Google Chrome","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5857",2907,"Q5","Facebook","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5858",2907,"Q4","MS Excel","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5859",2907,"Q5","MS Notepad","Digital marketing koordinator","Udarbejder; planlægger og eksekverer digital markedsføring af et modemagasin."
"5860",2912,"Q5","MS Word","Lærer","Undervisning"
"5861",2912,"Q4","MS Word","Lærer","Undervisning"
"5862",2912,"Q6",NA,"Lærer","Undervisning"
"5863",2912,"Q7",NA,"Lærer","Undervisning"
"5864",2914,"Q4",NA,"SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5865",2914,"Q4","Cura","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5866",2914,"Q7","Min Løn","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5867",2914,"Q5","Cura","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5868",2914,"Q5","Min Løn","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5869",2914,"Q7","MinTid","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5870",2914,"Q7","Cura","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5871",2914,"Q6","Cura","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5872",2914,"Q5","MinTid","SSA gruppeleder","Telefonpasning; lægger ydelser ind; udarbejder kørelister"
"5873",2917,"Q5","Messages","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5874",2917,"Q4","EndNote","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5875",2917,"Q5","Camera","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5876",2917,"Q7","Zotero","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5877",2917,"Q6","iBooks","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5878",2917,"Q5","Apple Notes","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5879",2917,"Q5","LinkedIn","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5880",2917,"Q6","LinkedIn","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5881",2917,"Q4","MS Word 2016","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5882",2917,"Q5",NA,"Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5883",2917,"Q6","Audible","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5884",2917,"Q7","Goodreads","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5885",2917,"Q7","Rex (Rexlabs)","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5886",2917,"Q4","iBooks","Historiker og foredragsholder","Forskning; research og rapportskrivning"
"5887",2928,"Q4",NA,"Politimand","Arbejder i vagtcentral"
"5888",2928,"Q6",NA,"Politimand","Arbejder i vagtcentral"
"5889",2928,"Q5",NA,"Politimand","Arbejder i vagtcentral"
"5890",2928,"Q7",NA,"Politimand","Arbejder i vagtcentral"
"5891",2930,"Q5",NA,"statistikker","j"
"5892",2930,"Q5",NA,"statistikker","j"
"5893",2930,"Q4",NA,"statistikker","j"
"5894",2930,"Q7",NA,"statistikker","j"
"5895",2930,"Q5",NA,"statistikker","j"
"5896",2930,"Q6",NA,"statistikker","j"
"5897",2930,"Q4","spørgsmålet","statistikker","j"
"5898",2930,"Q4",NA,"statistikker","j"
"5899",2930,"Q5",NA,"statistikker","j"
"5900",2930,"Q7",NA,"statistikker","j"
"5901",2932,"Q6",NA,"Jurist","Udarbejder juridiske dokumenter; har telefonisk og skriftlig kontakt med virksomhedens nuværende og potentielle klienter"
"5902",2932,"Q5",NA,"Jurist","Udarbejder juridiske dokumenter; har telefonisk og skriftlig kontakt med virksomhedens nuværende og potentielle klienter"
"5903",2932,"Q7",NA,"Jurist","Udarbejder juridiske dokumenter; har telefonisk og skriftlig kontakt med virksomhedens nuværende og potentielle klienter"
"5904",2932,"Q4","Adversus Dialer","Jurist","Udarbejder juridiske dokumenter; har telefonisk og skriftlig kontakt med virksomhedens nuværende og potentielle klienter"
"5905",2932,"Q4","Citrix Podio","Jurist","Udarbejder juridiske dokumenter; har telefonisk og skriftlig kontakt med virksomhedens nuværende og potentielle klienter"
"5906",2932,"Q4",NA,"Jurist","Udarbejder juridiske dokumenter; har telefonisk og skriftlig kontakt med virksomhedens nuværende og potentielle klienter"
